0,0,0,0,1.7347e-18,-6.9389e-18
-0.00053637,0.06136,0.013945,0.00019692,6.5038e-05,4.6371e-05
0.034016,0.025657,0.039391,-0.0052994,0.00033961,-0.0003688
0.027336,0.073782,0.22115,-0.0046592,0.0014428,0.0001152
0.012116,0.052046,0.14186,-0.0035418,0.0013565,5.8803e-05
0.018084,0.11115,0.11997,-0.0041037,0.0010342,0.00029775
0.024909,0.074484,0.16122,-0.0038623,0.0010581,0.00055222
0.019845,0.071452,0.17319,-0.0035887,0.0011905,0.00060679
0.030242,0.12779,0.16628,-0.0034439,0.0011468,0.0009522
0.042957,0.076692,0.17621,-0.0036399,0.0011722,0.0011545
0.040129,0.043969,0.17607,-0.0027664,0.0012895,0.0012477
0.04134,0.11864,0.17048,-0.0036095,0.00095181,0.0012441
0.038931,0.073142,0.12594,-0.0029401,0.00092584,0.0010431
0.035878,0.054744,0.13136,-0.001969,0.001061,0.0011275
0.043734,0.12976,0.1641,-0.0029634,0.00096526,0.0014193
0.065236,0.082148,0.15891,-0.0046987,0.00065777,0.0016637
0.10291,0.063925,0.1161,-0.0050344,0.00024435,0.002232
0.097307,0.14315,0.041647,-0.0037879,0.00029643,0.0017889
0.096012,0.051303,0.028423,-0.002786,0.00023895,0.0015684
0.084617,0.079493,0.083893,-0.0026273,0.00042198,0.0016038
0.083752,0.13603,0.064813,-0.0020812,0.0001564,0.0018835
0.07894,0.093128,0.13315,-0.0032751,0.00054832,0.0019827
0.067663,0.11854,0.12609,-0.0030495,0.00044156,0.0016639
0.075244,0.1168,0.11981,-0.0037683,0.00040075,0.0012841
0.070913,0.057536,0.11664,-0.0024928,0.00023654,0.001186
0.075051,0.12748,0.14413,-0.0029403,0.00027092,0.0014065
0.074799,0.11663,0.092962,-0.0027432,0.00030954,0.0014146
0.07552,0.068482,0.1169,-0.0016521,0.0003929,0.0015833
0.068055,0.17136,0.12999,-0.0024217,0.00032316,0.0015108
0.075866,0.084606,0.093789,-0.0022672,0.00051866,0.0015489
0.074008,0.072242,0.11389,-0.001832,0.00041878,0.0015398
0.069243,0.16733,0.095632,-0.00249,0.000283,0.0015194
0.077548,0.050323,0.073429,-0.0015237,0.00030034,0.0013692
0.080221,0.074701,0.14222,-0.0023929,0.0005133,0.0015306
0.092882,0.1423,0.11077,-0.0019888,0.00038434,0.002042
0.13818,0.045698,0.10694,-0.0023218,0.00042841,0.0026162
0.13791,0.072729,0.016809,-0.0004397,0.0002044,0.0024572
0.11891,0.14933,0.002833,-0.00077373,0.00011804,0.0018382
0.12619,0.073994,-0.010999,-0.00069591,0.00027968,0.0017951
0.11592,0.082075,0.055144,-0.00079184,0.00034042,0.0017184
0.11306,0.15095,0.027347,-5.5051e-05,0.00019915,0.0018121
0.10885,0.10429,-0.0037452,-0.00084716,0.00021359,0.0016024
0.10908,0.10644,0.018589,-0.00025912,0.00037285,0.0017331
0.11137,0.15475,0.01268,-0.00073668,0.00049995,0.0019071
0.11754,0.093658,0.0036207,0.00014995,0.00058839,0.0019039
0.10745,0.13775,0.019879,0.0003057,0.00052181,0.0018333
0.093907,0.13725,-0.012559,-0.00044385,0.00078896,0.0016762
0.096716,0.085988,0.0013457,0.00037478,0.0010308,0.0017576
0.10532,0.12588,0.027248,0.00046152,0.0010893,0.0018129
0.11052,0.1401,0.014023,-0.00051223,0.0014245,0.0018579
0.10183,0.087539,-0.010382,0.00078192,0.0012338,0.001808
0.10066,0.16346,-0.051638,0.00042773,0.00040953,0.0020062
0.093542,0.082935,-0.064943,0.00024159,0.00088937,0.0018684
0.093308,0.08456,-0.039349,0.00072983,0.0011468,0.0020224
0.097264,0.15987,0.0072831,0.00029967,0.00076872,0.0021178
0.10249,0.10062,-0.048641,0.00077825,0.00081936,0.0019951
0.090622,0.099646,-0.0083429,0.00033513,0.00082305,0.0019104
0.085053,0.12357,-0.028823,0.00031596,0.00080274,0.0018186
0.102,0.17827,-0.043693,0.00055243,0.00038398,0.0022116
0.10295,0.13054,-0.09111,0.00058448,0.00045513,0.0021968
0.082522,0.071622,-0.067129,0.001345,0.00078295,0.0019797
0.085561,0.13975,-0.092505,0.0022632,0.00049298,0.0020276
0.088124,0.15643,-0.1142,0.0018699,0.00043387,0.0020122
0.083556,0.087164,-0.087431,0.0018703,0.00064072,0.0018889
0.082002,0.14139,-0.040587,0.0015595,0.00063472,0.0020426
0.087202,0.1496,-0.11689,0.0019772,6.4018e-05,0.0019683
0.082013,0.08538,-0.077284,0.0023443,0.00026101,0.0018546
0.075981,0.15146,-0.078123,0.0024629,0.0002803,0.0017959
0.080896,0.15819,-0.049023,0.0012994,0.00044485,0.0019947
0.076707,0.11379,-0.033,0.0011098,0.0006614,0.0017814
0.079766,0.15272,-0.050954,0.0017092,0.0003627,0.002044
0.079425,0.13838,-0.083799,0.0014891,0.00010098,0.0020086
0.060994,0.079566,-0.061661,0.0021346,0.00047221,0.0017008
0.057401,0.14163,-0.049091,0.0017592,0.00040572,0.0018984
0.067374,0.11958,-0.11391,0.0020964,0.00023763,0.0018445
0.064737,0.093695,-0.063012,0.0026622,0.00036651,0.0018487
0.065458,0.16472,-0.081095,0.0021539,6.1135e-05,0.0017264
0.071413,0.08529,-0.10571,0.0025287,3.9561e-05,0.001595
0.080928,0.097519,-0.13453,0.0036867,-0.00025496,0.0016206
0.072361,0.15032,-0.12275,0.0034441,-0.00048544,0.0016382
0.080079,0.13797,-0.15992,0.0029202,-0.00046901,0.0015507
0.06532,0.073983,-0.10873,0.0036677,-0.00019706,0.0013784
0.080615,0.13708,-0.10648,0.0033425,-0.00075023,0.0017825
0.10577,0.098206,-0.16412,0.003464,-0.00088243,0.0020006
0.11771,0.12968,-0.17009,0.0041615,-0.00099633,0.0023091
0.11176,0.12552,-0.18634,0.0030351,-0.0010645,0.001998
0.10305,0.072299,-0.15843,0.0036944,-0.0009072,0.001797
0.10852,0.13766,-0.14044,0.0034117,-0.00084491,0.0020699
0.099368,0.084278,-0.19194,0.0039272,-0.0013802,0.0020618
0.097817,0.092193,-0.13966,0.0039687,-0.0015815,0.0019701
0.094413,0.15855,-0.14797,0.0032012,-0.0017739,0.0020698
0.10092,0.056988,-0.20994,0.0040078,-0.0012496,0.0021666
0.08769,0.091254,-0.2082,0.0045419,-0.0011518,0.0020159
0.099591,0.14451,-0.28468,0.0047289,-0.00139,0.0022856
0.10129,0.047738,-0.34288,0.00469,-0.0010643,0.0022401
0.10029,0.082608,-0.30229,0.0053878,-0.00085839,0.0023296
0.10309,0.15571,-0.27465,0.0044051,-0.0010276,0.0023004
0.1201,0.049639,-0.30288,0.0056065,-0.0010547,0.0024395
0.12576,0.10525,-0.25969,0.0056743,-0.0010091,0.002604
0.13607,0.090379,-0.32167,0.0055483,-0.0011225,0.0025841
0.13579,0.098187,-0.30057,0.0061168,-0.0012519,0.0026731
0.14912,0.14171,-0.33806,0.0049133,-0.0013756,0.0029789
0.13457,0.053576,-0.32251,0.0054485,-0.0012819,0.002725
0.12503,0.13616,-0.31014,0.0057285,-0.0012258,0.0028128
0.13074,0.073593,-0.31251,0.0057485,-0.0015613,0.0027242
0.13049,0.1012,-0.28412,0.0055066,-0.0013029,0.002768
0.13744,0.16033,-0.35735,0.0051111,-0.0012152,0.0030845
0.16011,0.04735,-0.3512,0.0051052,-0.0014369,0.0033305
0.16809,0.093284,-0.28183,0.005552,-0.0015876,0.0032464
0.20686,0.077362,-0.46083,0.0021286,-0.00082658,0.0035426
0.27107,0.0099334,-0.40693,-0.0031391,-0.00073698,0.0052018
0.25369,0.10002,-0.32723,0.00027465,-0.00038267,0.0052845
0.2468,0.16834,-0.3717,0.00098133,-0.00011422,0.0051583
0.25315,0.069903,-0.38504,0.0025028,-0.00031993,0.0052946
0.24768,0.10575,-0.36783,0.0029815,-0.00040175,0.00533
0.23736,0.12651,-0.39998,0.0024483,-0.00030505,0.0050461
0.20665,0.058695,-0.34718,0.0025138,-8.0009e-05,0.0043375
0.21158,0.11763,-0.39916,0.0028549,-0.00051299,0.0045753
0.21128,0.088069,-0.48401,0.0032712,-0.00055593,0.004507
0.20076,0.075091,-0.45371,0.0032595,-0.0003664,0.0042774
0.18917,0.14737,-0.43573,0.0024627,-0.00041022,0.0039707
0.19534,0.031212,-0.45045,0.0032434,-0.00022341,0.0037867
0.19331,0.081257,-0.4005,0.0034075,-0.0001091,0.0036893
0.16833,0.14832,-0.36712,0.002679,-0.00022964,0.0033674
0.15531,0.04668,-0.31663,0.0028129,0.00022216,0.0032318
0.14331,0.086749,-0.28879,0.0036797,0.00043271,0.0030829
0.14834,0.14774,-0.32585,0.0036935,0.0002288,0.0033737
0.15917,0.036388,-0.3446,0.003674,0.00018377,0.0034971
0.16379,0.11823,-0.41841,0.0045454,8.102e-05,0.0037627
0.16829,0.16579,-0.4395,0.0034098,4.061e-06,0.0037561
0.1651,0.029658,-0.3968,0.0032406,0.00021572,0.0035011
0.15264,0.091496,-0.36212,0.0037803,0.0001632,0.0033368
0.15821,0.15356,-0.36759,0.0040049,0.00014095,0.0034631
0.16166,0.045524,-0.33788,0.0035233,0.00042399,0.0035128
0.16353,0.095764,-0.31025,0.0038957,0.00041812,0.0035163
0.18172,0.17238,-0.31771,0.0035515,0.00015796,0.0038636
0.18571,0.091028,-0.3323,0.0034165,0.00031745,0.0036513
0.18078,0.090572,-0.34599,0.0043861,0.00038391,0.0036233
0.20102,-0.053548,-0.70044,0.006462,-0.00021177,0.0028191
0.18284,0.014415,-0.70443,0.0063436,0.00026614,0.0029264
0.17316,0.0059868,-0.71075,0.0072984,0.0010042,0.0030461
0.1786,0.042604,-0.74367,0.0072581,0.0007275,0.003287
0.18729,0.089478,-0.75651,0.0074149,0.00090001,0.0033061
0.20319,0.018753,-0.71603,0.0076429,0.0010655,0.0033997
0.20329,0.037791,-0.74866,0.0084341,0.0010157,0.0034465
0.2078,0.145,-0.78484,0.0078687,0.00077314,0.0037136
0.21389,0.026817,-0.82325,0.0075671,0.00083629,0.003577
0.20397,0.018214,-0.79386,0.0084488,0.00080912,0.0034327
0.19878,0.091275,-0.74924,0.0076373,0.00076658,0.0034291
